"","actorID","movieID","actorIDTo","title","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtPictureURL","allrating","toprating","audrating","allscore","topscore","audscore","allnum","topnum","audnum","allnumfresh","topnumfresh","allnumrotten","topnumrotten","overall.rating","actorName","actor.rating","actor.movieNO","topquality"
"59","dan_aykroyd",8978,"m_emmet_walsh","Christmas with the Kranks",388419,"Una Navidad de locos","http://ia.media-imdb.com/images/M/MV5BMTUxNDA4OTU4Nl5BMl5BanBnXkFtZTcwMzQxODYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"christmas_with_the_kranks","http://content7.flixster.com/movie/10/88/27/10882789_det.jpg",2.8,3.4,2.9,4,3,46,131,33,11697,6,1,125,32,-0.197953550836118,"Dan Aykroyd",4.48113303754181,46,2
"60","dan_aykroyd",59594,"john_cusack","War, Inc.",884224,"Negocios de guerra","http://ia.media-imdb.com/images/M/MV5BMTY1NjAwMTUyMl5BMl5BanBnXkFtZTcwNzM1MTU3MQ@@._V1._SY314_CR4,0,214,314_.jpg",2008,"war_inc","http://content9.flixster.com/movie/10/84/06/10840667_det.jpg",4.6,3.9,2.9,30,18,40,79,22,17107,24,4,55,18,0.00107634466400441,"Dan Aykroyd",4.48113303754181,46,2
"61","dan_aykroyd",6560,"gene_hackman","Loose Cannons",100053,"Un tiro por la culata","http://ia.media-imdb.com/images/M/MV5BMjEyMjkxMDU2M15BMl5BanBnXkFtZTcwNjEzMDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg",1990,"loose_cannons","http://content7.flixster.com/movie/11/14/85/11148577_det.jpg",3,0,2.6,0,0,26,15,4,545,0,0,15,4,-0.459650816807211,"Dan Aykroyd",4.48113303754181,46,2
"62","dan_aykroyd",1396,"james_earl_jones","Sneakers",105435,"Los fisgones","http://ia.media-imdb.com/images/M/MV5BMTgxNDA2NjAyMV5BMl5BanBnXkFtZTcwNDkyNjcxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1992,"sneakers","http://content7.flixster.com/movie/10/51/26/10512625_det.jpg",6.8,6.4,3.4,80,71,77,45,7,6830,36,5,9,2,0.515582045813162,"Dan Aykroyd",4.48113303754181,46,2
"63","dan_aykroyd",4483,"frank_welker","Caddyshack II",94824,"El club de los chalados II","http://ia.media-imdb.com/images/M/MV5BMTczMjM4NjQzNl5BMl5BanBnXkFtZTcwODkzMjEyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1988,"caddyshack_2","http://content6.flixster.com/movie/26/26/262696_det.jpg",1.9,0,2.4,0,0,26,11,1,2756,0,0,11,1,-0.487580442418462,"Dan Aykroyd",4.48113303754181,46,2
"64","dan_aykroyd",2294,"christopher_walken","Antz",120587,"Hormigaz","http://ia.media-imdb.com/images/M/MV5BMTIyNjc4OTk2NF5BMl5BanBnXkFtZTcwMjcyMTcyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1998,"antz","http://content8.flixster.com/movie/25/71/257118_det.jpg",7.7,7.5,2.9,95,95,47,86,24,33465,82,23,4,1,0.653685424198739,"Dan Aykroyd",4.48113303754181,46,2
"65","dan_aykroyd",54004,"steve_buscemi","I Now Pronounce You Chuck & Larry",762107,"Os declaro marido y marido","http://ia.media-imdb.com/images/M/MV5BMTI4MDU0ODAzMF5BMl5BanBnXkFtZTcwMDYzMTU1MQ@@._V1._SX200_SY284_.jpg",2007,"i_now_pronounce_you_chuck_and_larry","http://content8.flixster.com/movie/91/19/52/9119522_det.jpg",3.6,3.8,3.6,13,11,73,154,34,920014,21,4,133,30,0.0443924893086436,"Dan Aykroyd",4.48113303754181,46,2
"66","dan_aykroyd",1500,"john_cusack","Grosse Pointe Blank",119229,"Un asesino algo especial","http://ia.media-imdb.com/images/M/MV5BMTY1MDEyNTc2NV5BMl5BanBnXkFtZTcwMjMyMTYyMQ@@._V1._SX200_SY294_.jpg",1997,"grosse_pointe_blank","http://content7.flixster.com/movie/26/73/267397_det.jpg",7.1,6.5,3.7,77,73,85,57,15,17815,44,11,13,4,0.581302356460522,"Dan Aykroyd",4.48113303754181,46,2
"67","dan_aykroyd",505,"bruce_willis","North",110687,"Un muchacho llamado Norte","http://ia.media-imdb.com/images/M/MV5BMjEwMTQ5NjgxNF5BMl5BanBnXkFtZTcwNTk4NjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1994,"north","http://content9.flixster.com/movie/41/65/59/4165591_det.jpg",3,0,2.6,11,0,32,18,3,2932,2,0,16,3,-0.386076528708389,"Dan Aykroyd",4.48113303754181,46,2
"68","danny_devito",21,"gene_hackman","Get Shorty",113161,"Cómo conquistar Hollywood","http://ia.media-imdb.com/images/M/MV5BMTIzMzk3NDgwNV5BMl5BanBnXkFtZTcwMDEzNDcyMQ@@._V1._SY314_CR17,0,214,314_.jpg",1995,"get_shorty","http://content7.flixster.com/movie/98/65/89/9865893_det.jpg",7.7,8.4,3.2,85,100,63,49,14,10155,42,14,7,0,0.685891626920385,"Danny DeVito",4.67806180854583,45,2
"69","danny_devito",5481,"michael_caine","Austin Powers in Goldmember",295178,"Austin Powers en miembro de oro","http://ia.media-imdb.com/images/M/MV5BMTkzNTk3Mzk1MF5BMl5BanBnXkFtZTYwMzM5NDA5._V1._SX214_CR0,0,214,314_.jpg",2002,"austin_powers_in_goldmember","http://content8.flixster.com/movie/16/90/52/1690522_det.jpg",5.8,5.8,3,54,59,47,179,37,145625,97,22,82,15,0.331028186448451,"Danny DeVito",4.67806180854583,45,2
"70","danny_devito",7147,"steve_buscemi","Big Fish",319061,"Big Fish","http://ia.media-imdb.com/images/M/MV5BMTY5NDU2NTY2MF5BMl5BanBnXkFtZTYwNzUzMDg3._V1._SY314_CR16,0,214,314_.jpg",2003,"1127787-big_fish","http://content7.flixster.com/movie/10/91/40/10914061_det.jpg",7.2,6.4,3.7,76,60,86,211,41,112139,161,25,50,16,0.595429998611077,"Danny DeVito",4.67806180854583,45,2
"71","danny_devito",21,"harvey_keitel","Get Shorty",113161,"Cómo conquistar Hollywood","http://ia.media-imdb.com/images/M/MV5BMTIzMzk3NDgwNV5BMl5BanBnXkFtZTcwMDEzNDcyMQ@@._V1._SY314_CR17,0,214,314_.jpg",1995,"get_shorty","http://content7.flixster.com/movie/98/65/89/9865893_det.jpg",7.7,8.4,3.2,85,100,63,49,14,10155,42,14,7,0,0.685891626920385,"Danny DeVito",4.67806180854583,45,2
"72","danny_devito",4889,"gene_hackman","Heist",252503,"El último golpe","http://ia.media-imdb.com/images/M/MV5BMTIzMzc2ODAyNl5BMl5BanBnXkFtZTcwNDMwMTgxMQ@@._V1._SY314_CR2,0,214,314_.jpg",2001,"1109137-heist","http://content8.flixster.com/movie/10/92/35/10923526_det.jpg",6.2,6.3,3.2,65,60,59,125,30,3156,82,18,43,12,0.392365429019915,"Danny DeVito",4.67806180854583,45,2
"73","danny_devito",5265,"robin_williams","Death to Smoochy",266452,"Smoochy","http://ia.media-imdb.com/images/M/MV5BMTMyNzY5MTE3MV5BMl5BanBnXkFtZTcwODczNTUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2002,"death_to_smoochy","http://content6.flixster.com/movie/27/11/271124_det.jpg",5.3,4,3,42,11,61,119,26,10569,50,3,69,23,0.109014216771359,"Danny DeVito",4.67806180854583,45,2
"74","danny_devito",1377,"christopher_walken","Batman Returns",103776,"Batman vuelve","http://ia.media-imdb.com/images/M/MV5BMTg2NTM5NTM3OV5BMl5BanBnXkFtZTYwMjE2MDA5._V1._SY314_CR11,0,214,314_.jpg",1992,"batman_returns","http://content7.flixster.com/movie/56/82/90/5682901_det.jpg",6.5,5.8,3.3,78,66,68,46,9,65412,36,6,10,3,0.464500738088613,"Danny DeVito",4.67806180854583,45,2
"75","danny_devito",32019,"harvey_keitel","Be Cool",377471,"Be Cool","http://ia.media-imdb.com/images/M/MV5BMTQ4NTI2NTg1MF5BMl5BanBnXkFtZTcwMzkxOTgyMQ@@._V1._SY314_CR8,0,214,314_.jpg",2005,"be_cool","http://content8.flixster.com/movie/55/35/66/5535662_det.jpg",4.6,4.2,2.8,29,15,48,168,38,15817,50,6,118,32,0.046778421486716,"Danny DeVito",4.67806180854583,45,2
"76","dennis_hopper",4411,"john_wayne","The Sons of Katie Elder",59740,"Los cuatro hijos de Katie Elder","http://ia.media-imdb.com/images/M/MV5BMTY0NTA3MzI5M15BMl5BanBnXkFtZTcwNjg3MjEyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1965,"sons_of_katie_elder","http://content8.flixster.com/movie/29/24/292414_det.jpg",6.6,0,0,100,0,0,11,0,0,11,0,0,0,-0.216063724449843,"Dennis Hopper",4.6572060540245,46,2
"77","dennis_hopper",555,"christopher_walken","True Romance",108399,"Amor a quemarropa","http://ia.media-imdb.com/images/M/MV5BMTI1Njg1NzAxMl5BMl5BanBnXkFtZTYwOTk5MDE5._V1._SX214_CR0,0,214,314_.jpg",1993,"true_romance","http://content9.flixster.com/movie/38/28/09/3828095_det.jpg",7.5,6.2,3.9,90,77,90,44,9,43205,40,7,4,2,0.669328686238966,"Dennis Hopper",4.6572060540245,46,2
"78","dennis_hopper",2615,"frank_welker","My Science Project",89652,"My Science Project","http://ia.media-imdb.com/images/M/MV5BNzI2MzcyNzg3NV5BMl5BanBnXkFtZTcwMjc3NjUyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1985,"my_science_project","http://content8.flixster.com/movie/26/60/266022_det.jpg",3.2,0,0,20,0,0,5,0,0,1,0,4,0,-0.603034148982244,"Dennis Hopper",4.6572060540245,46,2
"79","dennis_hopper",1276,"harry_dean_stanton","Cool Hand Luke",61512,"La leyenda del indomable","http://ia.media-imdb.com/images/M/MV5BMTgyNDMzMjczMV5BMl5BanBnXkFtZTcwOTcxMjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg",1967,"cool_hand_luke","http://content9.flixster.com/movie/29/06/290627_det.jpg",8.8,8.5,4.1,100,100,93,44,6,17521,44,6,0,0,0.903346782167526,"Dennis Hopper",4.6572060540245,46,2
"80","dennis_hopper",555,"samuel_l_jackson","True Romance",108399,"Amor a quemarropa","http://ia.media-imdb.com/images/M/MV5BMTI1Njg1NzAxMl5BMl5BanBnXkFtZTYwOTk5MDE5._V1._SX214_CR0,0,214,314_.jpg",1993,"true_romance","http://content9.flixster.com/movie/38/28/09/3828095_det.jpg",7.5,6.2,3.9,90,77,90,44,9,43205,40,7,4,2,0.669328686238966,"Dennis Hopper",4.6572060540245,46,2
"81","dennis_hopper",3360,"gene_hackman","Hoosiers",91217,"Hoosiers: más que ídolos","http://ia.media-imdb.com/images/M/MV5BMTI1MDE2NzQxMl5BMl5BanBnXkFtZTcwNjgyMTYyMQ@@._V1._SY280_CR1,0,214,280_.jpg",1986,"hoosiers","http://content6.flixster.com/movie/21/66/57/2166576_det.jpg",7.4,7.4,3.7,88,88,87,42,9,10169,37,8,5,1,0.688308346979012,"Dennis Hopper",4.6572060540245,46,2
"82","dennis_hopper",1208,"robert_duvall","Apocalypse Now",78788,"Apocalipsis now","http://ia.media-imdb.com/images/M/MV5BMjA1ODYxNTI3OV5BMl5BanBnXkFtZTcwNTc3MjI3Mw@@._V1._SX214_CR0,0,214,314_.jpg",1979,"apocalypse_now","http://content6.flixster.com/movie/11/12/07/11120788_det.jpg",8.8,8.4,4.1,98,90,93,61,11,67647,60,10,1,1,0.880542084088128,"Dennis Hopper",4.6572060540245,46,2
"83","dennis_hopper",7198,"harvey_keitel","The Pick-up Artist",93737,"El cazachicas","http://ia.media-imdb.com/images/M/MV5BMjE0NTA0Mjc5N15BMl5BanBnXkFtZTcwODA4OTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1987,"pickup_artist","http://content7.flixster.com/movie/10/21/45/10214521_det.jpg",5,5.2,2.8,55,50,34,20,6,1355,11,3,9,3,0.105249281988066,"Dennis Hopper",4.6572060540245,46,2
"84","dennis_hopper",2922,"clint_eastwood","Hang 'Em High",61747,"Cometieron dos errores","http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3NjM5MV5BMl5BanBnXkFtZTcwNDQ5OTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1968,"hang_em_high","http://content9.flixster.com/movie/25/66/256603_det.jpg",6.5,0,3.5,92,100,71,14,1,5541,13,1,1,0,0.392481453947487,"Dennis Hopper",4.6572060540245,46,2
"85","dennis_hopper",8628,"john_turturro","Search and Destroy",114371,"Search and Destroy","http://ia.media-imdb.com/images/M/MV5BMTg1NTE1MzYzNF5BMl5BanBnXkFtZTcwNzU2ODIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"1062111-search_and_destroy","http://content8.flixster.com/movie/28/12/281206_det.jpg",4,0,3,25,33,45,8,3,597,2,1,6,2,-0.195783803471377,"Dennis Hopper",4.6572060540245,46,2
"86","dennis_hopper",26729,"robert_de_niro","Hearts of Darkness: A Filmmaker's Apocalypse",102015,"Hearts of Darkness: A Filmmaker's Apocalypse","http://ia.media-imdb.com/images/M/MV5BMTk4Njk3MzI0NV5BMl5BanBnXkFtZTcwMzczMTU1MQ@@._V1._SY314_CR5,0,214,314_.jpg",1991,"hearts_of_darkness_a_filmmakers_apocalypse","http://content6.flixster.com/movie/10/88/20/10882044_det.jpg",8.5,8.2,4.1,100,100,90,24,6,3043,24,6,0,0,0.835250803078954,"Dennis Hopper",4.6572060540245,46,2
"87","dennis_hopper",3494,"robert_duvall","True Grit",65126,"Valor de ley","http://ia.media-imdb.com/images/M/MV5BMTYwNTE3NDYzOV5BMl5BanBnXkFtZTcwNTU5MzY0MQ@@._V1._SY314_CR4,0,214,314_.jpg",1969,"true_grit","http://content6.flixster.com/movie/25/11/251196_det.jpg",7.6,0,3.8,93,100,83,15,1,4651,14,1,1,0,0.478430490878464,"Dennis Hopper",4.6572060540245,46,2
"88","dennis_hopper",8628,"christopher_walken","Search and Destroy",114371,"Search and Destroy","http://ia.media-imdb.com/images/M/MV5BMTg1NTE1MzYzNF5BMl5BanBnXkFtZTcwNzU2ODIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"1062111-search_and_destroy","http://content8.flixster.com/movie/28/12/281206_det.jpg",4,0,3,25,33,45,8,3,597,2,1,6,2,-0.195783803471377,"Dennis Hopper",4.6572060540245,46,2
"89","dennis_hopper",6845,"m_emmet_walsh","Chattahoochee",99242,"Chattahoochee","http://ia.media-imdb.com/images/M/MV5BMTIyMDU5NTI2OV5BMl5BanBnXkFtZTcwNTAwOTkyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1989,"chattahoochee","http://content8.flixster.com/movie/28/11/281110_det.jpg",4.9,0,3.3,20,0,54,5,2,468,1,0,4,2,-0.235424102725185,"Dennis Hopper",4.6572060540245,46,2
"90","dennis_hopper",4295,"john_turturro","Catchfire",96875,"Camino de retorno","http://ia.media-imdb.com/images/M/MV5BMTI5NDYyOTk3N15BMl5BanBnXkFtZTcwNDc5MTAzMQ@@._V1._SY314_CR1,0,214,314_.jpg",1990,"backtrack","http://content9.flixster.com/movie/10/88/51/10885159_det.jpg",5.2,0,0,42,0,0,7,0,0,3,0,4,0,-0.467587322239789,"Dennis Hopper",4.6572060540245,46,2
"91","dennis_hopper",3494,"john_wayne","True Grit",65126,"Valor de ley","http://ia.media-imdb.com/images/M/MV5BMTYwNTE3NDYzOV5BMl5BanBnXkFtZTcwNTU5MzY0MQ@@._V1._SY314_CR4,0,214,314_.jpg",1969,"true_grit","http://content6.flixster.com/movie/25/11/251196_det.jpg",7.6,0,3.8,93,100,83,15,1,4651,14,1,1,0,0.478430490878464,"Dennis Hopper",4.6572060540245,46,2
"92","dennis_hopper",26729,"robert_duvall","Hearts of Darkness: A Filmmaker's Apocalypse",102015,"Hearts of Darkness: A Filmmaker's Apocalypse","http://ia.media-imdb.com/images/M/MV5BMTk4Njk3MzI0NV5BMl5BanBnXkFtZTcwMzczMTU1MQ@@._V1._SY314_CR5,0,214,314_.jpg",1991,"hearts_of_darkness_a_filmmakers_apocalypse","http://content6.flixster.com/movie/10/88/20/10882044_det.jpg",8.5,8.2,4.1,100,100,90,24,6,3043,24,6,0,0,0.835250803078954,"Dennis Hopper",4.6572060540245,46,2
"93","donald_sutherland",3985,"michael_caine","The Eagle Has Landed",74452,"Ha llegado el águila","http://ia.media-imdb.com/images/M/MV5BMTQxNzEyNzAyM15BMl5BanBnXkFtZTcwNDg5ODU0MQ@@._V1._SY314_CR4,0,214,314_.jpg",1976,"1006392-eagle_has_landed","http://content9.flixster.com/movie/25/80/258095_det.jpg",6.5,0,0,80,0,0,5,0,0,4,0,1,0,-0.309559956451653,"Donald Sutherland",4.62144795755013,51,2
"94","donald_sutherland",3827,"clint_eastwood","Space Cowboys",186566,"Space Cowboys","http://ia.media-imdb.com/images/M/MV5BMTI2NDg3Mjc0Ml5BMl5BanBnXkFtZTYwMDI3NTQ5._V1._SY314_CR1,0,214,314_.jpg",2000,"space_cowboys","http://content6.flixster.com/movie/25/79/257904_det.jpg",6.8,7,3,78,82,49,114,28,9433,90,23,24,5,0.499215975373194,"Donald Sutherland",4.62144795755013,51,2
"95","donald_sutherland",1956,"m_emmet_walsh","Ordinary People",81283,"Gente corriente","http://ia.media-imdb.com/images/M/MV5BMzQzNjAwMDI3Ml5BMl5BanBnXkFtZTcwNDgzNzEyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1980,"ordinary_people","http://content8.flixster.com/movie/26/77/267722_det.jpg",7.9,7.5,3.8,90,83,86,32,6,5284,29,5,3,1,0.684508293642695,"Donald Sutherland",4.62144795755013,51,2
"96","donald_sutherland",3836,"clint_eastwood","Kelly's Heroes",65938,"Los violentos de Kelly","http://ia.media-imdb.com/images/M/MV5BMTg5NzMwODQ2MF5BMl5BanBnXkFtZTcwMzIxNDkxMQ@@._V1._SY314_CR5,0,214,314_.jpg",1970,"kellys_heroes","http://content9.flixster.com/movie/25/44/254407_det.jpg",7,0,0,85,0,0,14,0,0,12,0,2,0,-0.249846520282624,"Donald Sutherland",4.62144795755013,51,2
"97","donald_sutherland",4446,"steve_buscemi","Final Fantasy: The Spirits Within",173840,"Final fantasy: La fuerza interior","http://ia.media-imdb.com/images/M/MV5BMTkwODY0MzY5M15BMl5BanBnXkFtZTYwOTY5Mjg5._V1._SX214_CR0,0,214,314_.jpg",2001,"final_fantasy_the_spirits_within","http://content6.flixster.com/movie/10/87/74/10877484_det.jpg",5.2,4.8,3,43,32,54,141,28,17822,61,9,80,19,0.181698264120958,"Donald Sutherland",4.62144795755013,51,2
"98","donald_sutherland",3107,"robert_de_niro","Backdraft",101393,"Llamaradas","http://ia.media-imdb.com/images/M/MV5BMjA5NzExMTc1NF5BMl5BanBnXkFtZTcwMDE5NjEwMg@@._V1._SY314_CR50,0,214,314_.jpg",1991,"backdraft","http://content9.flixster.com/movie/56/82/34/5682347_det.jpg",6,4.4,3.3,71,42,73,39,7,17142,28,3,11,4,0.324429154201196,"Donald Sutherland",4.62144795755013,51,2
"99","donald_sutherland",805,"samuel_l_jackson","A Time to Kill",117913,"Tiempo de matar","http://ia.media-imdb.com/images/M/MV5BNTk0ODczMDI2M15BMl5BanBnXkFtZTYwNzUxOTQ5._V1._SX214_CR0,0,214,314_.jpg",1996,"1072381-time_to_kill","http://content8.flixster.com/movie/10/86/86/10868614_det.jpg",6.1,6.6,3.6,68,66,83,50,12,17074,34,8,16,4,0.486521986000169,"Donald Sutherland",4.62144795755013,51,2
"100","donald_sutherland",26359,"robert_de_niro","Novecento",74084,"Novecento","http://ia.media-imdb.com/images/M/MV5BMTQxNzA0OTkwNF5BMl5BanBnXkFtZTcwMDc1NzA0MQ@@._V1._SY314_CR50,0,214,314_.jpg",1976,"1000039-1900","http://content7.flixster.com/movie/10/91/97/10919761_det.jpg",5.9,0,4.1,42,0,86,14,3,2572,6,0,8,3,0.018130574646019,"Donald Sutherland",4.62144795755013,51,2
"101","donald_sutherland",5060,"robert_duvall","MASH",66026,"M.A.S.H.","http://ia.media-imdb.com/images/M/MV5BMjExMDE5NTQzNV5BMl5BanBnXkFtZTcwMDg0MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1970,"mash","http://content9.flixster.com/movie/26/91/269123_det.jpg",8.2,0,3.7,88,75,81,35,4,10200,31,3,4,1,0.463105773584135,"Donald Sutherland",4.62144795755013,51,2
"102","donald_sutherland",805,"m_emmet_walsh","A Time to Kill",117913,"Tiempo de matar","http://ia.media-imdb.com/images/M/MV5BNTk0ODczMDI2M15BMl5BanBnXkFtZTYwNzUxOTQ5._V1._SX214_CR0,0,214,314_.jpg",1996,"1072381-time_to_kill","http://content8.flixster.com/movie/10/86/86/10868614_det.jpg",6.1,6.6,3.6,68,66,83,50,12,17074,34,8,16,4,0.486521986000169,"Donald Sutherland",4.62144795755013,51,2
"103","donald_sutherland",34065,"michael_caine","Billion Dollar Brain",61405,"El cerebro de un millón de dólares","http://ia.media-imdb.com/images/M/MV5BMTg3MzQ3ODE2Ml5BMl5BanBnXkFtZTcwNzQwMDEzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1967,"billion_dollar_brain","http://content8.flixster.com/movie/29/22/292222_det.jpg",0,0,3.1,50,0,45,4,1,957,2,0,2,1,-0.331328381055029,"Donald Sutherland",4.62144795755013,51,2
"104","donald_sutherland",3985,"robert_duvall","The Eagle Has Landed",74452,"Ha llegado el águila","http://ia.media-imdb.com/images/M/MV5BMTQxNzEyNzAyM15BMl5BanBnXkFtZTcwNDg5ODU0MQ@@._V1._SY314_CR4,0,214,314_.jpg",1976,"1006392-eagle_has_landed","http://content9.flixster.com/movie/25/80/258095_det.jpg",6.5,0,0,80,0,0,5,0,0,4,0,1,0,-0.309559956451653,"Donald Sutherland",4.62144795755013,51,2
"105","donald_sutherland",3836,"harry_dean_stanton","Kelly's Heroes",65938,"Los violentos de Kelly","http://ia.media-imdb.com/images/M/MV5BMTg5NzMwODQ2MF5BMl5BanBnXkFtZTcwMzIxNDkxMQ@@._V1._SY314_CR5,0,214,314_.jpg",1970,"kellys_heroes","http://content9.flixster.com/movie/25/44/254407_det.jpg",7,0,0,85,0,0,14,0,0,12,0,2,0,-0.249846520282624,"Donald Sutherland",4.62144795755013,51,2
"106","frank_welker",7000,"bruce_willis","Hudson Hawk",102070,"El gran Halcón","http://ia.media-imdb.com/images/M/MV5BMTQwMjY3OTM3MF5BMl5BanBnXkFtZTcwMjE0NDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1991,"hudson_hawk","http://content7.flixster.com/movie/27/18/271897_det.jpg",3.6,0,2.9,20,25,54,30,4,6827,6,1,24,3,-0.172442705049817,"Frank Welker",4.39198367506948,49,2
"107","frank_welker",364,"james_earl_jones","The Lion King",110357,"El rey león","http://ia.media-imdb.com/images/M/MV5BMTI4NjcyNDY1Ml5BMl5BanBnXkFtZTYwMTc1Njk5._V1._SY314_CR4,0,214,314_.jpg",1994,"lion_king","http://content7.flixster.com/movie/25/07/250709_det.jpg",8,7.8,3.9,91,100,89,61,13,127550,56,13,5,0,0.825215771038444,"Frank Welker",4.39198367506948,49,2
"108","frank_welker",558,"whoopi_goldberg","The Pagemaster",110763,"El guardián de las palabras","http://ia.media-imdb.com/images/M/MV5BMTc2MjY4MjYwN15BMl5BanBnXkFtZTcwNDI3MjAyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1994,"pagemaster","http://content8.flixster.com/movie/10/88/87/10888782_det.jpg",4.6,5,2.8,20,33,49,15,6,7531,3,2,12,4,-0.0215659875851575,"Frank Welker",4.39198367506948,49,2
"109","frank_welker",2615,"dennis_hopper","My Science Project",89652,"My Science Project","http://ia.media-imdb.com/images/M/MV5BNzI2MzcyNzg3NV5BMl5BanBnXkFtZTcwMjc3NjUyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1985,"my_science_project","http://content8.flixster.com/movie/26/60/266022_det.jpg",3.2,0,0,20,0,0,5,0,0,1,0,4,0,-0.603034148982244,"Frank Welker",4.39198367506948,49,2
"110","frank_welker",4483,"dan_aykroyd","Caddyshack II",94824,"El club de los chalados II","http://ia.media-imdb.com/images/M/MV5BMTczMjM4NjQzNl5BMl5BanBnXkFtZTcwODkzMjEyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1988,"caddyshack_2","http://content6.flixster.com/movie/26/26/262696_det.jpg",1.9,0,2.4,0,0,26,11,1,2756,0,0,11,1,-0.487580442418462,"Frank Welker",4.39198367506948,49,2
"111","frank_welker",364,"whoopi_goldberg","The Lion King",110357,"El rey león","http://ia.media-imdb.com/images/M/MV5BMTI4NjcyNDY1Ml5BMl5BanBnXkFtZTYwMTc1Njk5._V1._SY314_CR4,0,214,314_.jpg",1994,"lion_king","http://content7.flixster.com/movie/25/07/250709_det.jpg",8,7.8,3.9,91,100,89,61,13,127550,56,13,5,0,0.825215771038444,"Frank Welker",4.39198367506948,49,2
"112","gene_hackman",21,"harvey_keitel","Get Shorty",113161,"Cómo conquistar Hollywood","http://ia.media-imdb.com/images/M/MV5BMTIzMzk3NDgwNV5BMl5BanBnXkFtZTcwMDEzNDcyMQ@@._V1._SY314_CR17,0,214,314_.jpg",1995,"get_shorty","http://content7.flixster.com/movie/98/65/89/9865893_det.jpg",7.7,8.4,3.2,85,100,63,49,14,10155,42,14,7,0,0.685891626920385,"Gene Hackman",4.72149560918873,52,2
"113","gene_hackman",3360,"dennis_hopper","Hoosiers",91217,"Hoosiers: más que ídolos","http://ia.media-imdb.com/images/M/MV5BMTI1MDE2NzQxMl5BMl5BanBnXkFtZTcwNjgyMTYyMQ@@._V1._SY280_CR1,0,214,280_.jpg",1986,"hoosiers","http://content6.flixster.com/movie/21/66/57/2166576_det.jpg",7.4,7.4,3.7,88,88,87,42,9,10169,37,8,5,1,0.688308346979012,"Gene Hackman",4.72149560918873,52,2
"114","gene_hackman",7980,"michael_caine","A Bridge Too Far",75784,"Un puente lejano","http://ia.media-imdb.com/images/M/MV5BMjAzNTE1MjMzMl5BMl5BanBnXkFtZTcwOTA5NjEzMQ@@._V1._SY314_CR5,0,214,314_.jpg",1977,"bridge_too_far","http://content6.flixster.com/movie/25/70/257012_det.jpg",6.6,0,0,66,0,0,12,0,0,8,0,4,0,-0.334843345990506,"Gene Hackman",4.72149560918873,52,2
"115","gene_hackman",1266,"clint_eastwood","Unforgiven",105695,"Sin perdón","http://ia.media-imdb.com/images/M/MV5BMTM2MjExNTEwMV5BMl5BanBnXkFtZTcwMzIyMDEyMQ@@._V1._SY314_CR10,0,214,314_.jpg",1992,"1041911-unforgiven","http://content9.flixster.com/movie/10/93/21/10932195_det.jpg",8.5,7.5,4,96,81,91,56,11,27203,54,9,2,2,0.788808598038129,"Gene Hackman",4.72149560918873,52,2
"116","gene_hackman",21,"danny_devito","Get Shorty",113161,"Cómo conquistar Hollywood","http://ia.media-imdb.com/images/M/MV5BMTIzMzk3NDgwNV5BMl5BanBnXkFtZTcwMDEzNDcyMQ@@._V1._SY314_CR17,0,214,314_.jpg",1995,"get_shorty","http://content7.flixster.com/movie/98/65/89/9865893_det.jpg",7.7,8.4,3.2,85,100,63,49,14,10155,42,14,7,0,0.685891626920385,"Gene Hackman",4.72149560918873,52,2
"117","gene_hackman",1459,"clint_eastwood","Absolute Power",118548,"Absolute power: Poder absoluto","http://ia.media-imdb.com/images/M/MV5BMjA0NTYxMzY2NF5BMl5BanBnXkFtZTcwNTg5NjIyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1997,"absolute_power","http://content7.flixster.com/movie/55/34/87/5534877_det.jpg",5.5,6.2,3.2,46,50,52,41,10,6094,19,5,22,5,0.229500034738485,"Gene Hackman",4.72149560918873,52,2
